CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES
LLVA61661,PC LAND ROANOKE,ROANOKE,VA,24018,,,,
LLVA61662,DAVID D. DICKERSON & ASSOC.,VIRGINIA BEACH,VA,23452,,,,
LLVA61663,CARLISLE LIVING LLC,VIRGINIA BEACH,VA,23464,,,,
LLVA61664,CAFE AMORE,FREDERICKSBURG,VA,22401,,,,
LLVA61666,BUSTILLO TRUCKING,MANASSAS,VA,20112,,,,
LLVA61668,CARLISLE LIVING LLC,VIRGINA BEACH,VA,23464,,,,
LLVA61669,PME TRUCKING,NORFOLK,VA,23503,,,,
LLVA61671,FREDERICKSBURG AREA BUILDERS ASSOCIATION,FREDERICKSBURG,VA,22408,,,,
LLVA61672,CHIP HUDNALL CUSTOM BUILDERS,WICOMICO CHURCH,VA,22576,,,,
LLVA61673,STARLA STRASSER STATE FARM,HAMPTON,VA,23666,,,,
LLVA61674,INTEGRATED HOME HEALTH CARE SERVICES LLC,WOODBRIDGE,VA,22192,,,,
LLVA61675,MIDLOTHIAN PANCAKES INC,RICHMOND,VA,23235,,,,
LLVA61676,BENT MOUNTAIN BISTRO,BENT MOUNTAIN,VA,24059,,,,
LLVA61677,HARVEST HOSPITALITIES INC,ASHBURN,VA,20147,,,,
LLVA61678,HAND N HEART,VIRGINIA BEACH,VA,23464,,,,
LLVA61682,GSA STAFFING,PETERSBURG,VA,23805,,,,
LLVA61683,SERENDIPITY COFFEE HOUSE AND BISTRO,MARTINSVILLE,VA,24112,,,,
LLVA61684,TECH MARKETING GROUP,RICHMOND,VA,23632,,,,
LLVA61685,LIFETOUCH,VIRGINIA BEACH,VA,23452,,,,
LLVA61686,CLEAR BLU MAINTENANCE LLC,BETHESDA,MD,20814,,,,
LLVA61687,CARLISLE LIVING LLC,VIRGINIA BEACH,VA,23464,,,,
LLVA61688,UFE GYM RICHMOND,RICHMOND,VA,23294,,,,
LLVA61689,UNITED SMILES,COLONIAL HEIGHTS,VA,23834,,,,
LLVA61692,WESTAR ROOFING CORP,VIRGINIA BEACH,VA,23452,,,,
LLVA61693,AUTO ZONE,PORTSMOUTH,VA,23707,,,,
LLVA61694,BAYRIVER INDUSTRIAL,TOANO,VA,23168,,,,
LLVA61695,S & I CARRIER,ASHLAND,VA,23005,,,,
LLVA61696,ELITE EDLERCARE NOVA,ALEXANDRIA,VA,22314,,,,
LLVA61697,AMERICAN MANAGEMENT OF VIRGINIA INC,MANASSAS,VA,20132,,,,
LLVA61698,BELLAS RESTAURANT AND LOUNGE,NEWPORT NEWS,VA,23607,,,,
LLVA61699,BELLE AFFAIR LLC,NEWPORT NEWS,VA,23601,,,,
LLVA61700,BLACK HAWK TRANSPORTATION,PRINCE GEORGE,VA,23875,,,,
LLVA61701,COECO OF VIRGINIA,VIRGINIA BEACH,VA,23462,,,,
LLVA61702,ILA PATEL,VIRGINIA BEACH,VA,23456,,,,
LLVA61703,ERIC DAVENPORT,BON AIR,VA,23235,,,,
LLVA61704,WAL MART,VIRGINIA BEACH,VA,23462,,,,
LLVA61705,WORKS OF ART ENTERPRISES LLC,VIRGINIA BEACH,VA,23454,,,,
LLVA61706,FISHBURNE MILITARY SCHOOL,WAYNESBORO,VA,22980,,,,
LLVA61707,G Q TOWING LLC,CROFTON,MD,21114,,,,
LLVA61708,CCA FLOORS & INTERIORS,ALEXANDRIA,VA,22304,,,,
LLVA61709,HOME DEPOT,RICHMOMD,VA,23230,,,,
LLVA61710,FRONTPOINT SECURITY SOLUTIONS LLC,VIENNA,VA,22182,,,,
LLVA61711,CANADA DRY,SPRINGFIELD,VA,22151,,,,
LLVA61712,CHRISTOS BUILDING SERVICES LLC,STERLING,VA,20166,,,,
LLVA61713,STARLA STRASSER,HAMPTON,VA,23666,,,,
LLVA61714,HEALTHSOUTH,FREDERICKSBURG,VA,22401,,,,
LLVA61715,CAMBAY CONSULTING LLC,KATY,TX,77449,,,,
LLVA61716,ARMES PRECISION MACHINING,LYNCHBURG,VA,24502,,,,
LLVA61717,AMERICAN JANITORIAL SERVICE,ROANOKE,VA,24018,,,,
LLVA61718,HAMPTON MEDICAL TRANSPORTATION,CHESTERFIELD,VA,23832,,,,
LLVA61719,COMFORT KEEPERS,RICHMOND,VA,23238,,,,
LLVA61720,PUBLIC PARTNERSHIP LLC,GLEN ALLEN,VA,23060,,,,
LLVA61721,GREENHOUSE BISTRO,VIENNA,VA,212182,,,,
LLVA61722,RICK'S & ASSOCIATES LLC,RICHMOND,VA,23230,,,,
LLVA61724,MCS COMPUTERS LLC,CHESAPEAKE,VA,23321,,,,
LLVA61726,PUCCIOS NEW YORK DELI,LEESBURG,VA,20175,,,,
LLVA61727,NATIONAL RIFLE ASSOCIATION,FAIRFAX,VA,22030,,,,
LLVA61728,CANTINHO DO BRASIL,HENRICO,VA,23229,,,,
LLVA61729,VIRGINIA ACADEMY,ASHBURN,VA,20147,,,,
LLVA61730,CCA FLOORS & INTERIORS,ALEXANDRIA,VA,22304,,,,
LLVA61731,MAIN EVENT TRANSPORTATION,RICHMOND,VA,23224,,,,
LLVA61734,BOBBY STRICKLAND,POQUOSON,VA,23662,,,,
LLVA61735,THOMAS ROSCIGNO,FREDERICKSBURG,VA,22401,,,,
LLVA61736,CHIP HUDNALL,WICOMICO CHURCH,VA,22576,,,,
LLVA61737,ELISA KOROMAAH,ALEXANDRIA,VA,22314,,,,
LLVA61738,JB HUNT DELIVERY SERVICES,CHANTILLY,VA,20151,,,,
LLVA61739,TREASURE BOUTIQUE,RICHMOND,VA,23221,,,,
LLVA61740,JRK PROPERTIES,VIRGINIA BEACH,VA,23462,,,,
LLVA61741,GIRLS INCORPORATED,PORTSMOUTH,VA,23701,,,,
LLVA61742,F.Y.E.,HARRISONBURG,VA,22801,,,,
LLVA61743,HOME DEPOT,RICHMOND,VA,23230,,,,
LLVA61744,FAMILY DOLLAR,MATHEWS,NC,28105,,,,
LLVA61745,LIL YETI SNOBALLS,SUFFOLK,VA,23434,,,,
LLVA61746,KEVIN HODGES,SOUTH BOSTON,VA,24592,,,,
LLVA61747,CLEANERS OF AMERICA,NORTH CHESTERFIELD,VA,23225,,,,
LLVA61748,COLEMAN AMERICAN COMPANIES,WOODBRIDGE,VA,22191,,,,
LLVA61749,SHEAR SCAPES INC,DUMFRIES,VA,22025,,,,
LLVA61750,COLEMAN AMERICAN MOVING SERVICES,WOODBRIDGE,VA,22191,,,,
LLVA61752,PRIORITY AUTOMOTIVE OF RICHMOND,CHESTER,VA,23834,,,,
LLVA61753,WILLOWCREEK ACADEMY,CENTREVILLE,VA,20121,,,,
LLVA61754,CONGLAMORATE HOME HEALTHCARE LLC,NEWPORT NEWS,VA,23607,,,,
LLVA61756,CARLISLE LIVING,VIRGINIA BEACH,VA,23464,,,,
LLVA61757,GENTLEMEN OF TOMORROW LLC,RICHMOND,VA,23224,,,,
LLVA61759,WILLIAMSBURG HONDA,WILLIAMSBURG,VA,23188,,,,
LLVA61764,COMFORT DEPENDABLE KARE,NEWPORT NEWS,VA,23608,,,,
LLVA61765,FRONTPOINT SECURITY SOLUTIONS LLC,VIENNA,VA,22182,,,,
LLVA61766,TOM ARMES,LYNCHBURG,VA,24502,,,,
LLVA61767,ACE BISCUITS AND BARBEQUE,CHARLOTTESVILLE,VA,22903,,,,
LLVA61768,ONLY CHOICE HOME HEALTH CARE,FREDERICKSBURG,VA,22401,,,,
LLVA61769,OURISMAN FORD LINCOLN,ALEXANDRIA,VA,22303,,,,
LLVA61770,OWL INC,RICHMOND,VA,23237,,,,
LLVA61771,INDIA GLOBALIZATION CAPITAL,POTOMAC,MD,20859,,,,
LLVA61772,KINGSTON INN,ROANOKE,VA,24019,,,,
LLVA61773,MDV SPARTANNASH,NORFOLK,VA,23502,,,,
LLVA61774,JACQUELINE HUDSON,ROANOKE,VA,24018,,,,
LLVA61775,MCCABE'S PRINTING GROUP,FAIRFAX,VA,22031,,,,
LLVA61776,BATTLEFIELD FORD,MANASSAS,VA,20110,,,,
LLVA61777,THE WILDFLOUR MARKET AND BAKERY,ROANOKE,VA,24016,,,,
LLVA61778,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA61779,RAM FOODS INC,UPPER MARLBORO,MD,20773,,,,
LLVA61780,CARTER MACHINERY,SALEM,VA,24153,,,,
LLVA61781,UNITED PARCEL SERVICE,RICHMOND,VA,23237,,,,
LLVA61782,DEMETRIUS YOUNG LLC,PINEWOOD ESTATES,SC,29125,,,,
LLVA61783,BALL TRUCKING INC,HONAKER,VA,24260,,,,
LLVA61784,UNKNOWN,NA,NA,NA,,,,
LLVA61785,BIOMARCK PARMACEUTICALS,DURHAM,NC,27713,,,,
LLVA61786,ONLY CHOICE HOME HEALTH CARE,FREDERICKSBURG,VA,22401,,,,
LLVA61791,STARBUCKS,RICHMOND,VA,NA,,,,
LLVA61792,TOTAL CARE MEDICAL TRANSPORTATION,COURTLAND,VA,23837,,,,
LLVA61793,ICON BURGER ACQUISITION LLC,GAINESVILLE,VA,20155,,,,
LLVA61794,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61795,"FAT TUESDAY'S WARRENTON, INC.",WARRENTON,VA,20186,,,,
LLVA61796,IBEX GLOBAL,WASHINGTON,VA,20006,,,,
LLVA61797,POSTAL DELIVERY.COM,COLTON,CA,93294,,,,
LLVA61803,EASTERN QUALITY VENDING INC,SALISBURY,MD,21804,,,,
LLVA61804,W. W. MOORE,DANVILLE,VA,24541,,,,
LLVA61805,AEROTEK,ARLINGTON,VA,22206,,,,
LLVA61807,ALL NURSES CARE INC,MECHANICSVILLE,VA,23111,,,,
LLVA61808,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61809,CARING HEARTS AND ALL ABOUT YOU,PORTSMOUTH,VA,23701,,,,
LLVA61810,TELECOM COMMUNICATIONS,NA,NA,NA,,,,
LLVA61811,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61812,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61813,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61814,ANNANGOL RESTAURANT,ANNANDALE,VA,22003,,,,
LLVA61815,METTERS INC,MCLEAN,VA,22102,,,,
LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220,,,,
LLVA61817,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61818,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61819,MOLLY MAID,RICHMOND,VA,23235,,,,
LLVA61820,VANGUARD UTILITY SERVICE INC,OWENS BORO,KY,42304,,,,
LLVA61823,CARLISLE LIVING LLC,VIRGINIA BEACH,VA,23464,,,,
LLVA61824,ALTERNATIVE PET CARE,STERLING,VA,20164,,,,
LLVA61825,SECUR AMERICA LLC,RESTON,VA,21091,,,,
LLVA61826,JOHN Q HAMMONS HOTEL,HAMPTON,VA,23666,,,,
LLVA61832,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,,,,
LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219,,,,
LLVA61836,ROANE TRANSPORTATION,ROCKWOOD,TN,37834,,,,
LLVA61837,BRANE-STROM LLC,MIDDLEBURG,VA,20117,,,,
LLVA61839,GREENHOUSE BISTRO,VIENNA,VA,22182,,,,
LLVA61840,AUDIO CONNECTION,VIRGINIA BEACH,VA,23451,,,,
LLVA61841,COMFORT KEEPERS,HENRICO,VA,23238,,,,
LLVA61842,POHANKA AUTO CENTER,FREDERICKSBURG,VA,22408,,,,
LLVA61843,BREW REPUBLIC BIERWORKS,WOODBRIDGE,VA,22191,,,,
LLVA61844,CHANTELS BAKERY,STERLING,VA,20166,,,,
LLVA61845,MICHAEL BALL,HONAKER,VA,24260,,,,
LLVA61846,WOODFOLK TRANSPORT,NA,NA,NA,,,,
LLVA61847,HANDY PROS PLUS,DANVILLE,VA,24540,,,,
LLVA61848,HEIDAL CONSTRUCTION DIVISION OF WEST END BRIDGE,CHANTILLY,VA,20151,,,,
LLVA61849,HEAVENLY HANDS HOME CARE,HAMPTON,VA,23669,,,,
LLVA61850,PREMIER COUNSULTING,ASHBURN,VA,20152,,,,
LLVA61851,SUNSHINE TOURS INC,DUBLIN,VA,24084,,,,
LLVA61852,GANSLER GROUP LLC,MCLEAN,VA,22101,,,,
LLVA61853,VANTAGE HOSPITALITY,VIRGINIA BEACH,VA,23455,,,,
LLVA61854,RODNEY M LOUIS STATE FARM INSURANCE AGENCY,ALEXANDRIA,VA,22310,,,,
LLVA61855,HATCHIK SUPPLY COMPANY,SPRINGFIELD,VA,22151,,,,
LLVA61856,CREATIVE CONCEPTS INSURANCE SERVICES LLC,WHITE PLAINS,NY,10604,,,,
LLVA61857,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018,,,,
LLVA61858,RISING SON TRANSPORT LLC,ROANOKE,VA,23017,,,,
LLVA61859,NATIVE NATION EVENTS,VIRGINIA BEACH,VA,23452,,,,
LLVA61860,ATLANTIC BINGO SUPPLY,ODENTON,MD,21113,,,,
LLVA61861,GOODWIN WILLIAM LLC,CHARLOTTESVILLE,VA,22903,,,,
LLVA61862,DIAMOND RESORTS INTERNATIONAL,VIRGINIA BEACH,VA,23451,,,,
LLVA61863,NORTHROP GRUMMAN,CHESTERFIELD,VA,23235,,,,
LLVA61864,HBF DBA CHICK FIL-A,WASHINGTON,DC,22408,,,,
LLVA61865,PIE HOLE,MIDLOTHIAN,VA,23112,,,,
LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221,,,,
LLVA61871,SMILEY TILE CARPET ONE,STAUNTON,VA,24401,,,,
LLVA61872,LOPEZ TRUCKING,LORTON,VA,22079,,,,
LLVA61873,POWER CLEANING INC,MANASSAS,VA,20110,,,,
LLVA61874,GAINESVILLE CONSTRUCTION LLC,GAINESVILLE,VA,20155,,,,
LLVA61875,KURTZ CLEANING SOLUTIONS,VIRGINIA BEACH,VA,23453,,,,
LLVA61876,BENNETT'S CREEK WHOLESALE NURSERY,SMITHFIELD,VA,23430,,,,
LLVA61877,AMHERST ROOFING,NA,NA,NA,,,,
LLVA61878,KWIK KAFE VENDING COMPANY,BLUEFIELD,VA,24605,,,,
LLVA61881,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61882,PRESTON EPPS,NORFOLK,VA,23502,,,,
LLVA61883,FAIRIFAX TOWING & RECOVERY,FAIRFAX,VA,22031,,,,
LLVA61884,FRONTIER MANAGEMENT LLC,SILVER SPRING,MD,20910,,,,
LLVA61885,POINT SOLUTIONS INC,MCLEAN,VA,22102,,,,
LLVA61886,HAWA MANAGEMENT GROUP LLC,POTOMAC FALLS,VA,20165,,,,
LLVA61887,PUBLIC PARTNERSHIP LLC,GLEN ALLEN,VA,23060,,,,
LLVA61888,THEATERPALOOZA PERFORMING ARTS,ASHBURN,VA,20147,,,,
LLVA61889,GAINESVILLE CONSTRUCTION LLC,GAINESVILLE,VA,20156,,,,
LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227,,,,
LLVA61891,LYNCHBURG FABRICATION,LYNCHBURG,VA,24502,,,,
LLVA61892,JMICHAELS REMODELING & REPAIR GROUP LLC,DUMFRIES,VA,22025,,,,
LLVA61893,IN SERVICE AMERICA,FOREST,VA,24551,,,,
LLVA61894,SUPER HELPERS INC,CHESAPEAKE,VA,23320,,,,
LLVA61895,UNIVERSAL INTERNATIONAL SERVICE,SUFFULK,VA,23434,,,,
LLVA61898,PURE AT HEART CHILDCARE,HAMPTON,VA,23666,,,,
LLVA61899,BLU 1681,WOODBRIDGE,VA,22191,,,,
LLVA61900,BLU 1681,WOODBRIDGE,VA,22191,,,,
LLVA61901,AMRUTA INC,FREDERICKSBURG,VA,22407,,,,
LLVA61902,FIRST CAPITAL,NEW YORK,NY,10022,,,,
LLVA61903,MRS. MARY'S LOVING ARMS,BELLE HAVEN,VA,23306,,,,
LLVA61904,BELLINI SALON & MEDSPA,VIENNA,VA,20186,,,,
LLVA61905,MILAM EQUIPMENT SALES,SUTHERLIN,VA,24594,,,,
LLVA61906,MY TECH USA,WINSTON SALEN,NC,27103,,,,
LLVA61907,ROSE HILL AND REHAB,BERRYVILLE,VA,22611,,,,
LLVA61908,MID ATLANTIC HOME SERVICES,CHESTERFIELD,VA,23832,,,,
LLVA61909,JNA STAFFING,ALEXANDRIA,VA,22312,,,,
LLVA61910,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA61911,GRANITE EXPO LLC,STERLING,VA,20166,,,,
LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235,,,,
LLVA61913,COMFORT DEPENDABLE KARE HOME HEALTH SERVICE,NEWPORT NEWS,VA,23608,,,,
LLVA61914,VERIGENT LLC,HUNTERSVILLE,NC,28078,,,,
LLVA61916,INTERNATIONAL FOOD MART INC,NEWPORT NEWS,VA,23602,,,,
LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294,,,,
LLVA61918,DR D'S QUALITY HANDYMAN SERVICES,CHESTER,VA,23831,,,,
LLVA61919,JOHN J HAN DMD II PLLC,MIDLOTHIAN,VA,23113,,,,
LLVA61920,ZOSARO LLC,RICHMOND,VA,23228,,,,
LLVA61921,CATALYST LEADERSHIP GROUP INC,HAMPTON,VA,23669,,,,
LLVA61922,RIVER CITY ROOFING LLC,HENRICO,VA,23228,,,,
LLVA61923,TIDOL CONSTRUCTION,PORTSMOUTH,VA,23704,,,,
LLVA61924,BIOMARCK PHARMACUTICALS,DURHAM,NC,27713,,,,
LLVA61925,POSTAL DELIVERY,COLTON,CA,92324,,,,
LLVA61926,ISEMAN & SZELIGA LLC,ARLINGTON,VA,22203,,,,
LLVA61927,JAMES SMITH,DUMFRIES,VA,22025,,,,
LLVA61928,ROLELIAN BOONE,VIRGINIA BEACH,VA,23464,,,,
LLVA61929,ROLELIAN BOONE,VIRGINIA BEACH,VA,23464,,,,
LLVA61930,JUSTIN O'CONNOR,VIRGINIA BEACH,VA,23452,,,,
LLVA61932,GMP DUMPSTER RENTAL AND FULL SERVICE JUNK REMOVAL,WOODBRIDGE,VA,22191,,,,
LLVA61933,THE CRAZY GREEK RESTAURANT,NA,NA,NA,,,,
LLVA61934,TALL TALES BREWERY/SCHIFF FARMS,HARRINGTON,VA,19952,,,,
LLVA61935,HUNLEY HEATING & COOLING,WEBBER CITY,VA,24290,,,,
LLVA61936,VAN GO INC,RICHMOND,VA,23228,,,,
LLVA61937,HEAVENLY HANDS,HAMPTON,VA,23663,,,,
LLVA61938,PEACEDRAPHA HEALTHCARE CORP,CHESAPEAKE,VA,23324,,,,
LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228,,,,
LLVA61940,GLOUCESTER CHIROPRACTIC & MASSAGE THERAPY CENTER,HAYES,VA,23072,,,,
LLVA61941,JUST COZY,VIRGINIA BEACH,VA,23452,,,,
LLVA61942,DUNKIN DONUTS,GRAFTON,VA,23692,,,,
LLVA61943,SMART CAR WASH,WOODBRIDGE,VA,22193,,,,
LLVA61944,MUMFORD & SON TRUCKING,STAUNTON,VA,24401,,,,
LLVA61945,DIVISION ONE STAFFING,LYNCHBURG,VA,24502,,,,
LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221,,,,
LLVA61947,ANCHOR BAR,NA,NA,NA,,,,
LLVA61948,CARL TOWNSEND,FOREST,VA,24551,,,,
LLVA61949,CHARLIE AND SON TRASH SERVICE,WOODBRIDGE,VA,22192,,,,
LLVA61950,ROYAL CLEANING SERVICES,NORTH CHESTERFIELD,VA,23235,,,,
LLVA61952,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283,,,,
LLVA61954,UPS,RICHMOND,VA,23237,,,,
LLVA61955,SHEARS SCAPE INC,DUMFRIES,VA,22025,,,,
LLVA61956,TIDEWATER REBAR,NORFOLK,VA,23504,,,,
LLVA61957,VANGUARD UTILITY SERVICE INC,OWENSBORO,KY,42381,,,,
LLVA61958,CROSSROADS CSB,FARMVILLE,VA,23901,,,,
LLVA61959,GORDONS WELDING & MAINTENANCE LLC,BRODNAX,VA,23920,,,,
LLVA61960,OMG PIZZA,RICHMOND,VA,23224,,,,
LLVA61961,SKILL CONSTRUCTION & DESIGN LLC,FAIRFAX,VA,22031,,,,
LLVA61962,RESTORATION CONSULTANT INC,ALABASTER,AL,35007,,,,
LLVA61963,BETTER WAY PAINTING,VIRGINIA BEACH,VA,23452,,,,
LLVA61964,FEDEX GROUND,CHANTILLY,VA,20151,,,,
LLVA61965,EXECUTIVE MOVING SYSTEMS INC,WOODBRIDGE,VA,22191,,,,
LLVA61966,VAN GO INC,RICHMOND,VA,23228,,,,
LLVA61967,BELL COW HEATING & COOLING,CHESAPEAKE,VA,23320,,,,
LLVA61968,FLAGSHIP TECHNICAL SOLUTIONS,VIRGINIA BEACH,VA,23454,,,,
LLVA61969,F.A.C.E.S.,NEWPORT NEWS,VA,23606,,,,
LLVA61970,AMERICAN COLLEGE OF COMMERCE & TECHNOLOGY,FALLS CHURCH,VA,22046,,,,
LLVA61971,PATRIOT TRANSPORT COMPANY,PORTSMOUNT,VA,23703,,,,
LLVA61972,TRUE AMERICAN MEDICAL TRANSPORTATION,NORFOLK,VA,23502,,,,
LLVA61973,CLIFTON INN,CHARLOTTESVILLE,VA,22902,,,,
LLVA61974,ANNANGOL RESTAURANT,ANNANDALE,VA,22003,,,,
LLVA61975,CYCLE AVIATION INC,LEESBURG,VA,20175,,,,
LLVA61976,HEAVEN SENT DAYCARE,HENRICO,VA,23231,,,,
LLVA61977,BURLINGTON COAT FACTORY,GLEN ALLEN,VA,23059,,,,
LLVA61978,UBREAKIFIX,VIRGINIA BEACH,VA,23454,,,,
LLVA61980,UBREAKIFIX,VIRGINIA BEACH,VA,23452,,,,
LLVA61981,YOUNG DEMETRIUS 53 LLC,PITTSBURG,PA,15212,,,,
LLVA61982,BECK COHEN,CHARLOTTESVILLE,VA,22902,,,,
LLVA61983,POOP 911,NA,NA,NA,,,,
LLVA61984,ACADEMY DOOR & CONTROL CORP,CHANTILLY,VA,20151,,,,
LLVA61986,FRANKLIN MEDIA INC,ROCKY MOUNT,NC,24151,,,,
LLVA61992,"CHRISTOPHER DEAN EAST D.B.A. EAST MENTAL HEALTH SERVICES, LLC",ROANOKE,VA,24018,,,,
LLVA61995,EXW LLC,NORFOLK,VA,23510,,,,
LLVA61996,THE GODDARD SCHOOL SHORT PUMP,HENRICO,VA,23233,,,,
LLVA61997,THE UPS STORE,FREDERICKSBURG,VA,22401,,,,
LLVA61998,PUBLIC PARTNERSHIP LLC,GLEN ALLEN,VA,23060,,,,
LLVA62001,SHEEHY FORD,SPRINGFIELD,VA,22150,,,,
LLVA62002,STUDIO CENTER CORPORATION,VIRGINIA BEACH,VA,23462,,,,
LLVA62003,ATLANTIC RAILING INC,HAMPTON,VA,23661,,,,
LLVA62004,VILLANUEVA AGENCY LTD,NEWPORT NEWS,VA,23601,,,,
LLVA62005,PURE AT HEART CHILDCARE,HAMPTON,VA,23666,,,,
LLVA62006,"MIDDLEBURG HOMECARE, LLC AND ITS SUCCESSORS",BLUEMONT,VA,20135,,,,
LLVA62007,NEW HORIZON PEDIATIRCS,RESTON,VA,20190,,,,
LLVA62008,UBREAKIFIX,VIRGINIA BEACH,VA,23452,,,,
LLVA62009,SOS INTERNATIONAL LLC,RESTON,VA,20191,,,,
LLVA62010,9 ROUND FITNESS,HAMPTON,VA,23666,,,,
LLVA62012,PRAISING HANDS,NA,NA,NA,,,,
LLVA62014,BLAZEGUARD COMMERCIAL SERVICES,ELSERSBURG,MD,21784,,,,
LLVA62015,EXECUTIVE MOVING SYSTEMS INC,WOODBRIDGE,VA,22191,,,,
LLVA62018,DR BOYKIN BAIRD SMITH,ABINGDON,VA,24211,,,,
LLVA62019,PRIME EXPRESS INC,FREDERICKSBURG,VA,22407,,,,
LLVA62020,RONALD E WRIGHT LOGGING & TRUCKING,EBONY,VA,23845,,,,
LLVA62021,CHRISTOPHER DEAN EAST,ROANOKE,VA,24018,,,,
LLVA62022,SCOTT GERRISH,VIENNA,VA,20186,,,,
LLVA62023,NEW MOUNT OLIVE CHRISTIAN ACADEMY & DAY CARE,HAMPTON,VA,23666,,,,
LLVA62024,WILLIAM HIMES,FRANKLIN,VA,23851,,,,
LLVA62025,EMILIOS BRICK OVEN PIZZA,STERLING,VA,20164,,,,
LLVA62026,ARAMARK CORPORATION,PHILADELPHIA,PA,19107,,,,
LLVA62027,ANCHOR BAR,RICHMOND,VA,23235,,,,
LLVA62028,P & P TRANSPORT SERVICE LLC,SALEM,VA,24153,,,,
LLVA62029,"GUTHER LEE'S RESIDENTIAL SERVICES, LLC",PORTSMOUTH,VA,23701,,,,
LLVA62030,ROBERT HALF TECHNOLOGY,GLEN ALLEN,VA,23060,,,,
LLVA62031,FRANKLIN MEDIA INC,ROCKY MOUNT,NC,24151,,,,
LLVA62032,"ACCT EDUCATIONAL GROUP, LLC",FALLS CHURCH,VA,22046,,,,
LLVA62033,BENNETT'S CREEK NURSERY,SMITHFIELD,VA,23430,,,,
LLVA62034,"INDIVIDUALS FIRST, INC",VIRGINIA BEACH,VA,23464,,,,
LLVA62035,SHARECARE/HEALTHWAYS,COLUMBIA,MD,21044,,,,
LLVA62036,STAIRCASE CREATIONS,NORFOLK,VA,23503,,,,
LLVA62037,RH JOHNSON,STERLING,VA,20164,,,,
LLVA62038,HOLIDAY INN & CONFERENCE CENTER,STAUNTON,VA,24401,,,,
LLVA62040,GREAT NECK DOGGIE DAYCARE,VIRGINIA BEACH,VA,23454,,,,
LLVA62041,DES PROTECTIVE SERVICES,SUITLAND,MD,20746,,,,
LLVA62042,CENTRAL TRANSPORT,VIRGINIA BEACH,VA,23455,,,,
LLVA62043,GATEWAY DENTAL AND ORTHODENTICS,GAINESVILLE,VA,20155,,,,
LLVA62044,MERIDIAN INDEPENDENT PHYSICIAN GROUP,STAFFORD,VA,22554,,,,
LLVA62045,NORTHERN VIRGINIA GRAPHICS,FAIRFAX,VA,22031,,,,
LLVA62047,DAVID ALLRED,RICHMOND,VA,23235,,,,
LLVA62048,DAVID ALLRED,RICHMOND,VA,23235,,,,
LLVA62049,WANDA STRATTON,NORTH CHESTERFIELD,VA,23236,,,,
LLVA62050,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22403,,,,
LLVA62051,LOOMIS,SPRINGFIELD,VA,22153,,,,
LLVA62052,RHODES EDGE INC,RESTON,VA,20190,,,,
LLVA62054,PHIL.FOUR THIRTEEN LLC,VERONA,VA,24482,,,,
LLVA62055,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22043,,,,
LLVA62056,CARRABBA'S BRANDON BAKER,RESTON,VA,20190,,,,
LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223,,,,
LLVA62058,PREMIER TECHNOLOGY ADVISORS,VIENNA,VA,22182,,,,
LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230,,,,
LLVA62061,RESURFACE INC,MANASSAS,VA,20109,,,,
LLVA62062,MICHAEL HANDYMAN SERVICE LLC,HERNDON,VA,20170,,,,
LLVA62063,11-Jul,HARTFIELD,VA,23017,,,,
LLVA62064,PLAN 5 PAINT & DECORATING,EMPORIA,VA,23847,,,,
LLVA62065,SUBWAY,RICHMOND,VA,23224,,,,
LLVA62066,ISIAHA JONES,WASHINGTON,DC,20011,,,,
